,carat,cut,color,clarity,depth,table,price
17592,0.72,4,4,5,62.7,55.0,2724
17593,1.52,2,3,3,63.6,57.0,10078
17594,1.44,4,7,3,63.0,55.0,10725
17595,1.0,2,6,2,63.5,54.0,4400
17596,2.16,4,2,3,62.0,56.0,18029
17597,1.02,3,6,2,63.1,59.0,4404
17598,1.39,4,4,8,60.6,55.0,13061
17599,0.91,3,6,2,58.6,63.0,2963
17600,0.25,3,5,5,60.7,57.0,480
17601,0.53,4,4,5,61.2,55.0,1754
17602,0.92,3,6,3,63.2,58.0,4183
17603,1.11,4,6,8,61.8,55.0,15464
17604,0.29,2,6,6,62.7,62.0,617
17605,1.51,5,6,3,61.5,61.0,11565
17606,2.0,1,2,5,66.3,54.0,12907
17607,0.72,5,4,2,59.1,61.0,1764
17608,1.53,5,4,1,62.8,58.0,6183
17609,2.0,4,5,2,61.6,57.0,13351
17610,0.61,3,6,5,61.1,58.0,2243
17611,0.3,3,6,6,61.4,60.0,789
17612,1.26,4,5,4,61.4,57.0,9236
17613,0.61,3,7,5,60.9,56.0,2481
17614,0.9,4,2,4,61.3,56.0,3805
17615,0.4,4,1,8,62.4,56.0,1063
17616,0.57,4,6,4,61.7,56.0,1851
17617,1.01,2,4,5,63.8,57.0,6882
17618,0.31,5,4,4,60.7,61.0,698
17619,1.01,3,5,2,62.3,59.0,4384
17620,1.53,4,3,3,59.8,59.0,10063
17621,0.91,5,6,3,60.5,61.0,4138
17622,1.51,3,3,4,62.8,60.0,11166
17623,0.33,4,4,6,61.7,55.0,752
17624,0.5,4,5,3,59.9,56.0,1282
17625,0.54,4,1,6,61.6,57.0,1720
17626,0.44,4,3,3,61.9,57.0,733
17627,1.09,2,7,2,63.8,60.0,4682
17628,0.79,5,1,3,58.8,62.0,1924
17629,0.3,3,7,4,60.3,60.0,710
17630,1.01,3,4,6,61.9,58.0,6257
17631,1.03,3,5,5,62.2,57.0,7233
17632,0.26,3,6,7,61.4,58.0,597
17633,0.4,4,2,4,62.6,54.0,667
17634,1.01,3,3,3,63.0,60.0,4559
17635,1.04,5,3,3,62.1,56.0,4316
17636,0.31,4,7,3,61.2,55.0,571
17637,0.4,4,6,3,62.4,54.0,694
17638,0.31,4,4,8,62.1,54.0,891
17639,0.71,3,6,3,59.3,59.0,2590
17640,0.3,2,6,4,64.2,57.0,619
17641,0.35,5,4,5,62.3,59.0,906
17642,0.33,4,5,8,62.2,53.0,957
17643,0.96,1,4,2,72.2,56.0,2438
17644,0.56,5,6,3,62.5,59.0,1653
17645,1.01,4,6,6,62.8,56.0,9254
17646,1.0,5,4,4,59.3,60.0,6048
17647,0.56,3,4,6,61.6,56.0,2010
17648,0.53,3,3,6,61.3,61.0,1548
17649,1.01,3,6,3,62.6,57.0,4912
17650,0.51,2,5,6,60.2,62.0,1942
17651,0.73,3,5,4,62.7,58.0,2939
17652,2.06,5,2,2,61.0,59.0,14982
17653,1.22,5,5,3,62.5,59.0,6932
17654,0.33,3,6,3,59.1,59.0,540
17655,1.17,4,5,4,61.8,55.0,8072
17656,0.41,3,2,7,63.5,58.0,845
17657,1.17,4,4,7,62.2,53.0,9799
17658,1.0,4,3,4,62.4,57.0,4172
17659,0.71,4,3,5,60.3,59.0,2487
17660,0.54,4,7,4,61.3,56.0,1993
17661,0.43,4,2,5,62.2,53.0,789
17662,0.27,4,6,5,61.6,57.0,603
17663,0.5,5,4,6,60.9,59.0,1838
17664,0.76,4,4,2,62.1,54.0,2143
17665,1.51,4,4,4,61.9,57.0,13115
17666,1.0,5,2,2,61.6,59.0,3780
17667,0.73,4,2,2,62.4,56.0,2218
17668,1.2,3,2,2,60.3,57.0,4514
17669,0.81,4,3,4,61.6,56.0,3084
17670,0.4,3,4,3,63.3,58.0,840
17671,0.8,5,6,2,59.9,58.0,2939
17672,0.5,4,6,3,63.0,56.0,1317
17673,0.46,2,5,8,56.2,61.0,1806
17674,1.02,4,6,2,60.3,57.0,4798
17675,0.9,3,5,2,60.3,57.0,3519
17676,0.33,5,4,6,60.6,58.0,752
17677,0.34,4,6,4,62.1,55.0,745
17678,0.93,5,7,2,60.6,59.0,4140
17679,0.33,4,5,6,62.4,56.0,1067
17680,0.5,4,4,4,62.2,54.0,1721
17681,0.39,5,4,4,60.4,61.0,1009
17682,0.41,4,6,4,61.8,54.0,999
17683,0.42,4,4,5,62.5,54.0,984
17684,1.07,5,7,2,62.6,61.0,4949
17685,0.52,3,4,3,60.0,57.0,1267
17686,0.28,4,5,8,62.4,55.0,646
17687,1.5,4,5,3,62.0,60.0,12466
17688,1.03,2,1,4,63.7,56.0,3795
17689,1.18,5,4,6,59.7,58.0,9537
17690,0.4,2,6,3,63.2,56.0,687
17691,0.71,4,2,5,61.8,54.0,2637
17692,0.32,4,7,6,61.3,55.8,1048
17693,1.45,5,7,3,62.2,58.0,10800
17694,0.75,2,7,2,59.9,61.0,2541
17695,2.15,5,4,2,59.7,60.0,13317
17696,1.5,3,3,2,62.0,63.0,7291
17697,0.7,3,6,5,63.4,57.0,3095
17698,0.7,4,5,5,61.2,56.0,3662
17699,0.9,5,4,3,60.6,62.0,2830
17700,0.77,5,2,3,60.4,58.0,2089
17701,1.51,5,3,3,60.7,59.0,10020
17702,0.71,5,7,2,61.6,60.0,2317
17703,2.11,5,1,3,62.4,58.0,13996
17704,0.92,4,1,3,61.7,57.0,3181
17705,0.7,3,5,4,58.9,58.0,2362
17706,1.51,5,4,4,62.7,58.0,12872
17707,0.91,5,5,2,61.0,51.0,3546
17708,0.52,4,7,5,61.0,56.0,2010
17709,0.9,1,6,2,65.8,59.0,2982
17710,0.42,4,5,7,62.2,53.0,1223
17711,0.31,4,4,5,61.0,56.0,642
17712,1.32,1,5,7,58.0,66.0,12648
17713,1.51,5,4,2,62.4,57.0,7695
17714,0.38,3,5,4,61.9,54.8,906
17715,0.32,4,7,4,62.0,55.0,758
17716,0.55,4,6,5,62.2,55.0,1975
17717,0.9,3,3,5,62.9,58.0,4309
17718,1.04,4,5,2,62.1,57.0,4754
17719,0.31,2,3,4,63.8,56.0,586
17720,0.93,5,3,3,60.9,61.0,3437
17721,1.0,3,7,3,62.3,59.0,5342
17722,0.5,4,5,2,62.0,58.0,1095
17723,0.41,3,5,3,63.1,59.0,904
17724,0.23,2,7,7,64.8,58.0,478
17725,0.43,4,7,4,61.8,56.0,1129
17726,0.35,5,6,4,60.7,60.0,984
17727,0.5,4,5,4,61.4,57.0,1632
17728,1.62,5,5,4,61.1,60.0,14826
17729,1.27,3,4,6,62.5,57.0,8941
17730,1.01,5,4,2,60.1,58.0,3173
17731,0.34,4,2,8,62.2,53.5,668
17732,1.0,1,4,3,63.1,59.0,4163
17733,0.31,4,5,4,61.3,57.0,625
17734,0.32,4,3,7,61.3,56.0,708
17735,0.55,4,6,3,60.1,57.0,1621
17736,0.38,4,5,8,61.5,56.0,1212
17737,0.31,4,7,4,60.4,56.0,734
17738,0.63,5,4,4,61.5,57.0,1871
17739,0.31,4,7,2,62.6,57.0,593
17740,0.42,3,7,3,60.2,57.0,756
17741,1.01,5,4,6,60.9,59.0,6968
17742,1.2,1,2,3,66.2,59.0,4368
17743,1.7,4,3,4,62.2,57.0,13756
17744,0.3,5,4,7,62.6,58.0,789
17745,0.31,1,6,4,54.2,63.0,814
17746,0.31,4,7,4,62.1,54.0,942
17747,2.01,4,2,3,62.9,55.0,12606
17748,0.71,5,2,3,61.7,56.0,1774
17749,0.34,5,2,3,61.7,56.0,589
17750,0.73,4,2,5,60.7,56.0,2397
17751,1.02,4,7,6,62.2,59.0,11573
17752,1.2,1,5,1,64.6,56.0,2809
17753,1.08,4,3,4,61.9,54.0,5745
17754,0.83,3,4,4,62.7,58.0,3195
17755,0.81,3,2,4,62.6,59.7,2444
17756,0.57,3,7,4,62.5,59.0,1748
17757,1.02,5,6,4,62.1,52.0,6854
17758,1.52,4,4,3,63.0,55.0,11510
17759,1.73,5,3,3,62.0,59.0,12058
17760,1.02,2,7,2,57.5,62.0,3909
17761,0.37,5,7,4,61.0,56.0,989
17762,0.51,4,7,4,61.9,55.0,1882
17763,0.32,4,4,4,61.5,55.0,580
17764,1.58,4,2,5,62.4,54.0,10920
17765,0.34,5,4,4,59.6,62.0,714
17766,0.31,3,6,7,60.0,56.0,1039
17767,0.31,4,1,5,61.9,54.7,429
17768,1.0,5,4,4,63.0,58.0,6048
17769,2.14,5,3,2,62.0,60.0,16723
17770,1.72,3,6,3,62.2,58.0,15948
17771,2.14,5,2,4,60.7,59.0,17038
17772,1.0,2,6,2,63.3,55.0,4312
17773,0.4,3,3,3,62.6,58.0,666
17774,1.34,4,4,2,62.0,55.0,5358
17775,1.01,4,5,5,62.2,57.0,7240
17776,0.38,5,3,4,60.6,58.0,898
17777,0.51,2,5,3,64.0,57.0,1274
17778,1.0,5,4,6,60.5,62.0,7392
17779,1.58,4,1,7,61.5,56.0,10357
17780,0.33,4,2,7,61.7,55.7,570
17781,1.02,4,3,3,60.9,57.0,5522
17782,0.42,4,7,3,61.8,57.0,810
17783,0.51,3,4,6,62.9,57.0,1875
17784,1.52,5,5,2,60.7,61.0,6554
17785,1.96,3,3,2,62.7,58.0,13099
17786,0.7,2,7,2,58.3,60.0,2242
17787,0.3,2,4,8,63.8,55.0,956
17788,0.72,5,2,3,60.6,57.0,1799
17789,0.31,4,7,3,61.1,56.0,732
17790,1.03,4,7,3,62.2,56.0,6299
17791,0.9,3,6,2,62.4,57.0,3662
17792,1.01,4,1,2,61.6,55.0,3732
17793,0.4,4,6,3,60.5,57.0,945
17794,2.01,2,4,2,63.6,59.0,11096
17795,0.37,5,3,5,60.9,60.0,833
17796,0.73,4,5,3,62.6,55.0,2737
17797,0.25,3,7,4,61.1,60.0,399
17798,0.43,3,6,7,61.2,56.0,1433
17799,1.01,5,2,3,61.8,59.0,4242
17800,1.0,3,4,3,63.1,56.0,4295
17801,0.32,4,6,5,59.5,57.0,842
17802,0.51,4,6,4,62.1,54.0,1608
17803,1.01,4,6,6,62.0,56.0,9483
17804,1.5,2,3,2,64.0,61.0,5208
17805,0.32,5,2,8,60.3,58.0,673
17806,0.42,4,3,7,61.9,54.2,1094
17807,0.64,3,7,4,58.6,59.0,2332
17808,0.24,3,4,6,62.0,56.0,449
17809,0.42,4,2,5,61.5,55.0,771
17810,0.3,5,6,7,60.0,60.0,956
17811,0.56,4,6,5,61.2,56.0,2085
17812,1.2,5,4,3,62.5,60.0,5868
17813,1.5,5,6,2,60.1,60.0,9450
17814,0.39,4,3,4,62.3,55.0,707
17815,1.05,4,4,4,62.2,54.0,7070
17816,0.42,4,5,6,61.6,55.0,1069
17817,0.36,3,4,6,59.5,56.0,858
17818,0.52,5,2,7,63.0,58.0,1619
17819,0.54,4,7,3,62.4,57.0,1786
17820,0.2,4,6,4,62.2,57.0,367
17821,0.51,4,7,3,62.6,57.0,1619
17822,0.65,3,3,2,62.0,56.0,1331
17823,0.38,5,6,7,60.6,59.0,1047
17824,2.0,5,1,6,63.0,59.0,15214
17825,1.0,2,4,3,62.2,63.0,5483
17826,0.26,4,4,7,62.4,56.0,605
17827,1.7,3,2,5,61.9,57.0,12621
17828,0.77,4,3,5,61.4,55.0,3074
17829,0.31,4,3,5,62.6,55.0,698
17830,0.33,5,4,6,61.9,58.0,965
17831,1.01,5,4,2,61.5,58.0,3461
17832,0.9,3,1,2,63.3,59.0,2973
17833,0.7,5,2,7,62.9,58.0,2536
17834,0.9,1,2,6,60.9,66.0,3288
17835,1.11,5,5,4,62.7,59.0,6863
17836,1.5,3,2,5,60.8,63.0,9281
17837,0.51,4,4,6,61.6,55.0,2197
17838,1.04,3,6,6,62.4,58.0,8748
17839,0.73,3,6,2,63.2,60.0,2335
17840,1.54,4,4,3,61.5,55.0,11333
17841,1.06,4,5,5,61.7,57.0,8344
17842,0.72,5,5,3,62.0,60.0,2364
17843,1.27,5,3,4,60.0,61.0,7503
17844,1.13,5,4,6,61.4,58.0,7875
17845,1.02,2,3,3,57.1,61.0,4167
17846,0.55,4,5,5,60.3,57.0,1682
17847,0.93,4,2,2,62.3,57.0,3101
17848,0.31,3,3,6,62.6,58.0,625
17849,0.73,3,6,2,59.6,57.0,2359
17850,0.37,5,5,4,60.5,59.0,696
17851,0.42,4,6,4,62.1,56.0,958
17852,0.3,5,3,4,61.1,61.0,608
17853,1.0,5,5,2,61.7,57.0,3853
17854,0.33,4,3,5,61.4,57.0,743
17855,0.81,3,5,6,63.1,56.0,3992
17856,0.31,2,3,5,59.2,65.0,651
17857,1.01,3,4,6,60.8,59.0,7847
17858,1.0,1,7,2,64.5,54.0,4312
17859,0.52,4,6,6,61.3,56.0,2675
17860,0.46,4,5,2,61.4,56.0,881
17861,0.71,4,5,2,61.6,56.0,2168
17862,1.0,2,5,2,63.8,58.0,4155
17863,0.82,4,4,3,61.8,55.0,3133
17864,0.51,4,6,3,60.9,56.0,1585
17865,1.07,5,4,4,60.1,60.0,6022
17866,0.52,2,3,4,63.6,57.0,1289
17867,0.91,2,1,4,61.3,61.0,3290
17868,1.35,4,4,5,61.5,56.0,10193
17869,1.04,5,6,2,62.4,57.0,4892
17870,0.36,3,6,7,61.4,56.0,1140
17871,0.45,3,6,4,61.8,58.0,1129
17872,0.39,4,4,5,62.6,55.0,1008
17873,0.3,4,6,3,62.4,57.0,499
17874,0.3,5,7,2,62.4,58.0,447
17875,1.0,3,5,4,63.8,56.9,6841
17876,0.32,4,7,4,62.7,54.0,972
17877,0.71,4,6,5,61.9,56.0,4053
17878,0.71,3,2,4,59.5,57.0,2111
17879,0.37,5,1,4,61.1,60.0,454
17880,0.7,3,3,4,63.6,56.0,2312
17881,0.59,3,5,3,63.1,57.0,2124
17882,0.5,4,6,4,62.6,54.0,1624
17883,0.35,4,4,8,61.5,55.0,1001
17884,0.73,5,2,6,60.6,58.0,2519
17885,1.12,5,3,3,61.6,58.0,4719
17886,0.31,3,2,7,57.7,62.0,613
17887,0.32,5,6,3,60.1,60.0,720
17888,0.72,4,3,5,61.8,55.0,3167
17889,0.57,4,6,5,61.3,57.0,2110
17890,0.33,4,6,6,60.7,55.0,898
17891,0.5,5,4,5,60.0,59.0,1559
17892,2.01,5,4,2,59.4,58.0,15562
17893,1.07,5,7,5,62.0,60.0,8359
17894,0.21,5,7,4,59.1,62.0,386
17895,0.9,2,6,3,63.8,56.0,3449
17896,0.41,4,2,5,60.9,53.0,755
17897,0.73,4,7,6,62.0,53.6,4547
17898,0.71,5,5,2,59.6,59.0,2409
17899,0.83,3,6,3,62.1,58.0,3002
17900,1.23,3,4,3,63.1,56.0,6665
17901,0.87,3,4,2,59.9,58.0,2802
17902,0.5,2,4,6,63.6,57.0,1858
17903,0.4,3,2,5,63.5,55.0,882
17904,0.71,4,3,5,61.2,56.0,2909
17905,1.55,2,3,4,61.0,61.0,11364
17906,0.58,1,4,4,65.0,56.0,1430
17907,0.51,3,5,6,60.8,56.0,2054
17908,0.92,4,5,5,61.3,56.0,6360
17909,0.5,4,5,2,61.6,57.0,1016
17910,0.34,5,2,3,60.0,58.0,459
17911,0.41,4,1,4,62.2,54.0,613
17912,0.41,5,7,3,59.2,62.0,947
17913,1.52,4,3,3,61.5,58.0,10589
17914,0.35,1,5,7,54.6,59.0,1011
17915,0.6,3,7,3,62.0,55.0,1777
17916,0.42,4,3,8,61.9,56.0,1216
17917,0.3,4,4,7,62.6,54.0,1013
17918,1.41,5,3,4,61.2,60.0,8812
17919,0.38,5,2,3,60.5,58.0,581
17920,0.27,4,2,6,62.0,54.5,412
17921,0.96,5,3,3,62.7,58.0,3768
17922,0.4,3,1,5,63.5,56.0,756
17923,1.53,3,6,3,62.6,57.0,12386
17924,0.31,5,1,5,60.7,60.0,523
17925,0.4,3,6,7,63.4,57.0,1164
17926,1.0,1,6,3,57.4,62.0,5212
17927,0.5,2,7,2,63.7,60.0,979
17928,0.31,5,6,3,63.0,58.0,651
17929,0.3,4,4,2,61.4,56.0,422
17930,0.4,5,6,7,61.4,59.0,1333
17931,1.0,1,4,2,64.6,67.0,3142
17932,2.01,4,6,2,62.1,57.0,13387
17933,0.36,5,6,3,60.9,60.0,631
17934,0.71,2,7,4,63.6,54.0,4289
17935,2.16,4,1,3,63.0,55.0,14691
17936,0.4,4,6,6,62.5,54.0,1106
17937,1.62,3,6,2,60.8,59.0,9355
17938,0.71,4,4,5,61.6,55.0,3431
17939,0.4,3,1,3,58.9,59.0,603
17940,1.51,5,5,8,60.5,61.0,18102
17941,0.3,4,5,4,63.0,55.0,673
17942,0.52,4,4,8,61.7,56.0,2267
17943,2.13,3,4,2,61.5,57.0,15454
17944,1.01,3,3,3,63.3,58.0,4642
17945,0.4,5,6,5,61.5,58.0,800
17946,0.51,5,7,3,60.9,59.0,1687
17947,0.35,4,7,3,62.1,57.0,772
17948,0.36,4,5,5,60.8,56.0,803
17949,1.75,4,2,3,61.8,56.0,13393
17950,0.71,3,5,1,63.2,55.0,1448
17951,0.4,3,1,4,60.9,62.0,596
17952,0.5,4,7,5,61.9,55.0,1937
17953,0.72,4,6,4,61.5,56.0,3385
17954,0.5,2,4,3,63.9,57.0,1286
17955,0.77,5,6,4,60.5,59.0,3291
17956,0.72,3,4,2,63.3,58.0,2246
17957,1.21,4,5,5,59.7,57.0,9335
17958,0.71,3,6,5,61.6,59.0,3464
17959,0.28,3,6,6,64.0,54.0,572
17960,0.41,4,6,5,62.1,55.0,1153
17961,0.73,5,5,4,58.9,60.0,2446
17962,0.32,4,6,3,61.8,55.0,561
17963,1.01,3,5,6,61.8,55.0,8532
17964,0.34,4,2,3,61.9,57.0,459
17965,0.42,4,7,5,61.4,55.0,1075
17966,1.29,4,1,3,61.6,57.0,6327
17967,0.81,5,7,2,61.7,58.0,2994
17968,1.01,3,5,3,62.4,59.0,5861
17969,0.33,5,4,8,59.4,59.0,1094
17970,0.56,4,7,3,61.9,55.0,1803
17971,2.13,5,5,2,62.4,58.0,13760
17972,0.52,4,4,5,61.9,55.5,1803
17973,0.96,2,4,3,57.6,59.0,4234
17974,0.79,2,1,4,57.6,59.0,2048
17975,1.02,3,3,5,61.4,56.5,6204
17976,0.3,2,4,2,63.7,54.0,394
17977,1.08,3,5,7,61.0,58.0,10204
17978,0.5,3,6,3,61.4,63.0,1238
17979,0.72,4,5,4,62.0,56.0,2943
17980,0.54,5,6,5,61.3,56.0,1960
17981,1.18,5,2,2,62.9,58.0,3925
17982,1.26,5,6,7,59.8,59.0,14952
17983,1.7,4,1,4,62.5,57.0,9414
17984,0.42,5,6,5,62.2,59.0,1105
17985,0.4,3,6,5,63.3,55.0,909
17986,0.71,5,7,3,60.7,58.0,2861
17987,0.3,5,2,5,62.0,58.0,608
17988,0.26,4,6,5,61.8,55.0,580
17989,0.32,5,4,5,62.4,58.0,828
17990,0.9,1,7,2,64.7,59.0,3205
17991,0.81,5,1,3,61.4,60.0,1917
17992,0.71,3,6,5,63.3,56.0,3061
17993,0.9,5,7,3,62.2,60.0,4612
17994,0.23,3,7,6,62.6,58.0,530
17995,1.04,5,5,3,59.8,59.0,5284
17996,0.55,4,5,3,61.0,56.0,1390
17997,0.83,4,6,3,61.6,56.0,3775
17998,0.48,4,4,2,62.0,54.0,841
17999,1.0,2,4,3,63.9,60.0,4824
18000,2.03,5,1,2,61.7,61.0,12078
18001,1.22,4,3,3,61.9,56.0,5985
18002,0.28,3,6,6,63.6,56.0,596
18003,0.3,2,2,3,63.3,59.0,394
18004,1.0,4,6,3,62.3,55.0,5396
18005,0.72,4,5,4,62.6,56.0,2956
18006,0.32,5,4,3,62.5,58.0,477
18007,0.56,3,3,6,59.8,57.0,1723
18008,0.71,5,6,3,60.8,55.0,2554
18009,1.21,5,2,3,62.0,56.0,5285
18010,2.01,5,1,4,60.5,60.0,13400
18011,0.43,4,5,4,61.1,57.0,1066
18012,0.4,3,6,3,63.2,58.0,882
18013,0.32,4,4,2,62.5,57.0,540
18014,0.5,4,5,2,60.9,57.0,1203
18015,0.42,5,5,3,60.0,59.0,773
18016,0.34,5,4,4,60.2,58.0,596
18017,1.0,2,4,2,63.8,56.0,3949
18018,1.05,3,4,3,62.0,56.0,5480
18019,1.04,4,2,4,61.8,55.0,5242
18020,0.44,4,4,3,60.9,56.0,1188
18021,1.02,5,1,2,62.3,58.0,3119
18022,0.5,4,5,2,60.5,56.0,1118
18023,0.74,5,5,3,61.4,59.0,2648
18024,0.53,2,7,4,63.4,55.0,1734
18025,1.23,4,4,2,61.6,55.0,3788
18026,0.59,3,4,3,59.3,58.0,1555
18027,0.7,3,2,6,60.1,63.0,2415
18028,2.01,3,3,2,63.4,60.0,11780
18029,1.07,4,5,2,61.4,56.0,5313
18030,0.31,2,7,2,63.1,54.0,462
18031,0.3,4,6,4,61.5,55.0,844
18032,1.0,5,1,3,62.8,59.0,3780
18033,0.55,4,6,3,61.7,57.0,1668
18034,2.34,3,3,1,62.4,55.4,11119
18035,0.52,3,5,3,61.9,58.0,1298
18036,1.01,2,5,3,64.2,58.0,4199
18037,1.05,4,5,2,62.7,54.0,4866
18038,1.1,4,6,2,61.6,56.0,5082
18039,0.73,5,7,5,60.0,58.0,3620
18040,1.13,5,4,4,62.5,58.0,6743
18041,1.01,3,5,2,62.8,58.0,4119
18042,0.55,5,6,3,61.0,61.0,1668
18043,0.34,5,4,4,61.8,58.0,596
18044,0.76,4,7,4,60.2,56.0,3352
18045,0.3,3,2,4,60.5,55.0,453
18046,1.17,4,4,2,62.6,55.0,5743
18047,1.02,3,3,3,61.0,59.0,5455
18048,0.57,3,5,2,60.1,56.0,1235
18049,0.37,5,4,5,61.4,58.0,957
18050,2.03,5,1,3,62.1,59.0,12862
18051,1.05,4,5,7,61.6,55.0,10872
18052,0.52,3,6,2,62.6,58.0,1372
18053,0.77,5,1,5,62.2,61.0,2005
18054,0.3,5,2,5,62.9,59.0,608
18055,0.32,4,5,7,62.1,56.0,926
18056,0.33,5,4,6,61.5,62.0,901
18057,1.0,5,5,3,62.2,58.0,4586
18058,1.14,4,2,4,62.9,56.0,5075
18059,0.9,3,7,2,64.0,58.0,3789
18060,0.85,4,6,3,62.8,56.0,3503
18061,0.75,3,3,2,62.2,58.0,2093
18062,0.51,5,5,4,62.1,58.0,1569
18063,0.32,4,4,5,62.0,56.0,645
18064,1.23,4,2,7,62.1,57.0,7117
18065,1.0,5,3,2,58.6,59.0,4088
18066,0.8,4,2,4,62.1,54.4,2830
18067,1.02,4,7,2,61.4,56.0,4946
18068,0.4,4,6,2,61.2,55.0,855
18069,1.05,3,7,3,61.6,61.0,5255
18070,0.52,3,7,3,63.2,57.0,1446
18071,1.02,1,2,3,53.0,63.0,2856
18072,0.7,3,5,3,63.5,56.0,2401
18073,1.07,4,1,3,61.5,55.0,5281
18074,0.4,5,5,4,59.7,58.0,842
18075,0.71,3,2,3,60.2,58.0,2063
18076,2.01,5,3,3,60.6,59.0,13387
18077,0.4,3,7,5,63.1,55.0,967
18078,2.01,1,7,2,59.4,66.0,15627
18079,0.8,3,5,2,61.5,56.0,2652
18080,1.0,2,1,3,58.7,62.0,3614
18081,0.3,5,7,4,60.4,59.0,710
18082,1.55,5,3,4,60.7,58.0,11567
18083,1.14,5,5,2,60.8,58.0,5008
18084,0.7,3,6,2,60.8,57.0,2324
18085,0.76,3,3,2,59.8,58.0,2418
18086,0.38,4,7,6,61.5,57.0,1257
18087,0.73,4,3,4,61.4,55.0,3164
18088,0.3,5,7,4,61.0,58.0,710
18089,0.32,4,3,5,62.5,55.0,620
18090,0.52,5,6,5,61.6,58.0,1793
18091,1.56,2,2,2,58.5,61.0,8048
18092,1.63,5,2,5,61.1,57.0,11534
18093,0.35,4,2,5,60.9,57.0,709
18094,2.02,4,2,2,60.9,60.0,14027
18095,0.7,3,6,5,60.7,57.0,3358
18096,1.27,5,2,2,62.0,60.0,4836
18097,1.1,4,4,5,61.3,57.0,7550
18098,1.51,5,3,5,59.8,61.0,9234
18099,1.2,3,2,3,61.2,62.0,5226
18100,0.71,4,4,3,60.6,57.0,2233
18101,0.51,5,6,3,61.7,59.0,1624
18102,1.71,5,4,4,61.3,58.0,11032
18103,1.58,5,3,2,62.4,57.0,8777
18104,2.02,5,6,2,59.8,58.0,17825
18105,0.7,5,6,3,60.7,58.0,2679
18106,1.05,5,4,3,62.1,60.0,4857
18107,0.4,3,6,3,61.3,61.0,737
18108,0.53,4,2,3,61.6,56.6,1127
18109,0.53,5,6,4,58.5,61.0,1908
18110,0.3,5,4,7,62.8,58.0,1013
18111,3.01,2,2,2,63.9,60.0,18242
18112,0.26,4,5,5,62.3,56.0,580
18113,0.33,4,5,6,62.2,56.0,810
18114,1.75,5,6,2,62.5,59.0,11655
18115,0.3,5,1,4,60.6,59.0,473
18116,0.7,1,7,2,58.1,60.0,2358
18117,0.41,3,6,2,62.8,58.0,638
18118,1.72,5,3,3,62.0,57.0,9551
18119,0.51,4,7,4,61.9,55.0,1597
18120,1.07,1,4,1,64.8,56.0,2375
18121,1.5,4,5,4,61.7,54.0,14092
18122,0.72,4,6,3,61.0,56.0,2976
18123,1.13,5,2,2,62.1,60.0,3734
18124,0.31,2,4,4,63.1,58.0,544
18125,0.41,4,4,4,62.2,57.0,827
18126,0.25,4,5,3,60.1,56.0,430
18127,0.52,5,6,5,61.6,58.0,1668
18128,0.52,4,4,5,60.8,55.0,1691
18129,1.21,3,2,3,60.6,56.0,5457
18130,0.31,3,7,3,63.5,56.0,732
18131,0.27,3,6,5,61.9,59.0,470
18132,1.22,5,6,3,62.3,59.0,7395
18133,1.63,4,2,6,62.3,54.7,12174
18134,0.4,4,5,5,62.4,53.0,917
18135,0.5,5,7,3,61.3,60.0,1279
18136,1.1,5,2,3,61.2,61.0,4725
18137,0.7,4,3,4,63.0,55.0,2536
18138,0.54,5,5,2,60.0,60.0,1240
18139,0.33,5,6,2,59.7,58.0,594
18140,0.7,3,5,3,61.6,55.0,2230
18141,0.56,2,3,3,63.2,57.0,1197
18142,0.9,1,4,3,65.4,59.0,3145
18143,0.51,4,4,8,62.9,58.0,2146
18144,0.38,3,4,3,62.4,59.0,666
18145,0.54,4,6,4,61.8,55.0,1567
18146,1.13,3,2,4,61.6,57.0,4348
18147,2.23,5,1,3,62.1,59.0,13069
18148,0.42,4,4,7,61.7,55.0,1235
18149,1.5,5,2,4,61.1,60.0,9471
18150,1.06,5,2,3,62.9,60.0,4155
18151,0.63,5,6,3,58.8,59.0,1846
18152,1.58,5,1,3,59.8,58.0,7654
18153,0.7,3,5,3,59.4,59.0,2573
18154,0.55,3,6,7,61.2,57.0,2585
18155,0.5,4,6,4,63.0,54.0,1629
18156,1.03,3,3,3,61.1,59.0,4520
18157,0.53,4,7,4,62.2,56.0,1809
18158,0.71,5,4,5,60.9,58.0,2694
18159,1.13,3,3,3,63.3,56.0,4689
18160,0.5,5,6,2,61.8,59.0,1181
18161,0.31,3,4,7,61.5,55.0,749
18162,0.31,3,6,6,62.4,56.0,749
18163,1.01,5,4,3,62.5,60.0,4588
18164,0.98,5,6,2,61.7,61.0,4478
18165,1.22,5,1,2,62.1,59.0,4509
18166,0.4,5,3,5,62.6,58.0,1035
18167,1.54,5,4,3,63.0,59.0,8176
18168,0.76,5,5,2,61.8,58.0,2491
18169,1.11,1,3,3,65.7,61.0,5178
18170,0.63,4,7,4,62.1,55.0,2373
18171,0.3,3,3,3,63.4,57.0,540
18172,1.06,3,3,5,62.2,59.0,5456
18173,2.18,3,2,2,58.9,60.0,15684
18174,1.0,3,5,5,58.1,62.0,6098
18175,0.38,4,5,3,60.4,57.0,844
18176,1.1,4,3,2,62.6,56.0,4620
18177,0.41,2,7,6,63.3,59.0,949
18178,0.4,4,5,7,61.4,56.0,1168
18179,0.5,3,5,5,62.3,55.0,1710
