,cut,color,clarity,depth,table
6190,4,5,5,60.6,57.0
6191,2,7,1,63.6,60.0
6192,4,5,4,62.8,55.0
6193,5,7,3,62.6,59.0
6194,5,3,4,62.6,58.0
6195,4,2,8,60.7,56.0
6196,3,3,5,63.1,60.0
6197,5,6,3,60.2,58.0
6198,4,3,6,60.9,56.0
6199,4,6,6,61.3,56.0
6200,2,2,7,63.8,56.0
6201,3,4,6,61.6,57.0
6202,4,2,5,62.0,54.0
6203,3,4,6,62.1,55.0
6204,5,7,3,60.9,61.0
6205,5,5,4,62.3,57.0
6206,4,5,5,60.9,56.0
6207,4,5,5,62.5,52.4
6208,5,7,3,61.9,59.0
6209,5,7,3,62.1,60.0
6210,4,1,3,62.3,57.0
6211,3,5,3,61.6,58.0
6212,4,3,3,61.8,55.0
6213,5,6,2,62.8,59.0
6214,5,3,2,62.1,56.0
6215,5,3,3,61.8,60.0
6216,5,3,5,62.6,59.0
6217,5,2,6,61.3,57.0
6218,4,7,2,60.6,54.0
6219,4,3,2,60.4,57.0
6220,4,5,3,62.5,57.0
6221,4,4,5,63.0,56.0
6222,4,5,6,62.3,56.0
6223,5,5,3,62.4,58.0
6224,5,6,5,60.7,59.0
6225,5,5,3,60.9,59.0
6226,3,6,6,61.1,61.0
6227,5,3,2,61.2,60.0
6228,3,2,3,61.9,59.0
6229,5,6,2,58.4,61.0
6230,5,4,6,60.1,60.0
6231,3,4,5,61.5,57.6
6232,3,6,4,62.7,59.0
6233,5,3,5,60.5,59.0
6234,4,4,4,61.8,57.0
6235,4,4,7,61.2,54.0
6236,2,3,2,63.6,56.0
6237,4,2,4,62.1,54.0
6238,5,6,2,61.5,58.0
6239,4,7,7,62.2,56.0
6240,4,4,4,61.4,55.0
6241,3,2,3,63.3,60.0
6242,3,5,6,61.0,54.0
6243,5,6,8,59.8,60.0
6244,5,3,3,62.2,51.0
6245,3,6,5,61.9,57.0
6246,2,4,5,60.0,64.0
6247,3,4,6,62.2,54.0
6248,4,3,2,62.0,56.0
6249,3,1,5,60.8,61.0
6250,3,6,4,63.3,57.0
6251,3,4,4,60.9,59.0
6252,5,2,7,62.5,60.0
6253,5,7,3,63.0,60.0
6254,4,5,5,61.6,57.0
6255,4,5,3,61.5,57.0
6256,4,6,7,62.5,56.0
6257,3,4,2,63.2,57.0
6258,2,3,1,63.9,58.0
6259,4,4,6,61.6,57.0
6260,4,3,7,62.4,55.0
6261,5,2,4,58.9,61.0
6262,4,6,4,62.8,54.0
6263,2,7,1,57.0,64.0
6264,5,1,4,62.8,59.0
6265,3,2,2,63.1,59.0
6266,4,4,8,60.6,57.0
6267,2,5,5,61.8,57.0
6268,4,4,2,61.7,56.0
6269,1,5,3,59.6,63.0
6270,3,6,2,63.5,60.0
6271,4,6,4,62.6,56.0
6272,4,4,2,60.8,57.0
6273,3,5,3,62.9,57.0
6274,5,6,2,61.3,57.0
6275,4,3,6,61.7,57.0
6276,3,5,5,61.0,55.0
6277,4,6,3,61.2,56.0
6278,5,4,3,62.1,58.0
6279,4,5,2,61.9,55.0
6280,4,2,6,62.3,55.0
6281,4,4,8,62.5,57.0
6282,5,6,7,61.8,56.0
6283,4,4,8,61.6,53.0
6284,4,6,4,61.4,57.0
6285,2,5,2,63.3,55.0
6286,1,1,4,65.8,55.0
6287,4,4,4,62.8,54.0
6288,3,5,4,60.2,59.0
6289,4,6,6,62.1,56.0
6290,4,4,6,62.3,57.0
6291,3,6,3,59.8,58.0
6292,5,6,2,61.7,59.0
6293,4,2,8,60.8,56.0
6294,4,6,2,62.1,56.0
6295,4,7,6,61.3,57.0
6296,3,3,3,60.3,61.0
6297,4,5,3,60.8,57.0
6298,5,4,3,59.1,58.0
6299,5,3,8,61.8,60.0
6300,4,4,8,61.7,55.0
6301,3,3,4,63.4,60.0
6302,4,7,8,60.7,58.0
6303,4,4,4,62.0,56.0
6304,4,1,6,60.3,57.0
6305,4,2,3,61.8,56.0
6306,3,6,6,61.9,58.0
6307,3,7,6,62.6,55.0
6308,4,7,3,62.4,56.0
6309,1,4,3,66.0,53.0
6310,5,3,4,59.5,61.0
6311,5,5,3,61.9,59.0
6312,5,3,7,61.1,59.0
6313,4,7,5,61.2,57.0
6314,5,3,6,61.9,58.0
6315,4,7,8,60.9,57.0
6316,3,2,3,60.5,58.0
6317,5,4,7,62.1,58.0
6318,4,3,7,61.4,55.0
6319,5,4,3,60.5,59.0
6320,4,2,5,63.0,54.0
6321,5,2,2,62.2,58.0
6322,2,6,3,60.4,61.0
6323,5,7,2,58.3,61.0
6324,4,6,4,61.8,55.0
6325,2,6,1,57.7,63.0
6326,3,6,2,62.7,56.0
6327,5,2,5,60.6,60.0
6328,4,7,4,62.0,57.0
6329,4,5,4,62.2,56.0
6330,5,1,4,62.6,58.0
6331,3,4,4,62.0,56.0
6332,3,6,4,63.3,55.0
6333,5,1,5,62.2,58.0
6334,4,4,3,61.2,54.0
6335,4,4,4,61.2,57.0
6336,5,6,7,58.6,61.0
6337,4,1,3,62.0,56.0
6338,5,3,2,61.0,57.0
6339,5,4,4,60.5,56.0
6340,2,6,3,63.6,57.0
6341,5,7,4,62.3,60.0
6342,3,4,3,62.8,56.0
6343,4,6,4,62.8,57.0
6344,3,5,7,61.8,58.0
6345,3,4,4,61.1,55.0
6346,2,4,2,64.5,56.3
6347,4,5,2,61.4,55.0
6348,4,6,4,60.9,56.0
6349,4,6,7,61.5,56.0
6350,3,2,3,62.5,60.0
6351,2,6,3,65.5,56.0
6352,3,3,3,61.9,58.0
6353,5,1,4,62.4,60.0
6354,4,2,7,61.3,57.0
6355,5,3,3,59.3,58.0
6356,3,3,4,61.3,58.0
6357,4,7,5,62.1,55.0
6358,2,5,2,62.4,55.0
6359,4,6,4,61.9,56.0
6360,3,7,4,59.6,61.0
6361,4,2,4,61.3,56.0
6362,3,3,3,62.5,56.0
6363,3,6,4,61.4,57.0
6364,5,3,2,61.8,58.0
6365,5,4,3,62.5,58.0
6366,2,6,3,57.8,62.0
6367,4,7,3,62.8,54.0
6368,4,7,4,62.3,54.0
6369,3,4,4,62.7,59.0
6370,4,6,4,61.4,56.0
6371,5,7,7,62.2,58.0
6372,4,1,5,62.1,55.0
6373,4,2,6,62.6,54.0
6374,4,5,6,62.4,55.0
6375,4,4,8,61.7,53.0
6376,3,1,3,60.0,59.0
6377,4,4,7,61.5,56.0
6378,5,2,4,61.6,56.0
6379,5,7,4,62.8,59.0
6380,3,6,2,62.7,56.0
6381,5,4,4,61.0,57.0
6382,3,6,3,59.4,60.0
6383,4,3,4,62.4,58.0
6384,4,5,4,62.7,57.0
6385,4,3,3,62.1,57.0
6386,3,4,4,63.4,57.0
6387,5,4,2,60.6,60.0
6388,4,4,6,61.1,55.0
6389,4,7,3,60.3,57.0
6390,1,6,3,64.4,57.0
6391,2,5,4,65.0,58.0
6392,3,6,2,59.6,59.0
6393,5,4,2,61.2,59.0
6394,4,6,3,62.4,55.0
6395,4,3,2,61.8,55.0
6396,4,3,3,61.7,57.0
6397,4,4,5,62.9,57.0
6398,3,4,6,62.5,60.0
6399,3,2,4,63.3,57.0
6400,5,2,4,62.5,58.0
6401,4,3,4,62.0,56.0
6402,4,4,6,60.1,57.0
6403,3,6,4,59.2,58.0
6404,3,4,6,63.4,59.0
6405,3,4,2,60.5,60.0
6406,4,1,2,62.8,57.0
6407,4,4,4,63.0,55.0
6408,5,5,4,61.4,58.0
6409,4,3,4,62.0,58.0
6410,5,2,3,60.2,59.0
6411,4,3,3,63.0,54.0
6412,4,4,7,61.1,55.0
6413,4,4,5,61.6,54.0
6414,1,1,4,65.0,56.0
6415,5,6,3,62.8,59.0
6416,1,3,3,65.9,57.0
6417,5,4,3,61.0,58.0
6418,3,3,4,63.5,62.0
6419,3,5,3,59.7,59.0
6420,4,6,4,61.5,56.0
6421,3,7,2,59.3,61.0
6422,4,2,6,62.1,54.0
6423,4,5,4,60.3,56.0
6424,3,6,5,62.1,60.0
6425,5,7,3,60.8,60.0
6426,4,4,5,61.9,56.0
6427,3,1,2,62.9,55.0
6428,5,3,4,62.6,59.0
6429,4,5,6,61.1,57.0
6430,4,5,4,63.0,57.0
6431,4,7,5,61.9,56.0
6432,4,7,7,62.4,55.0
6433,3,3,3,63.0,57.0
6434,3,6,5,62.2,62.0
6435,2,6,3,64.1,54.0
6436,4,3,3,62.3,55.0
6437,3,5,3,62.5,57.0
6438,3,2,4,59.7,57.0
6439,5,6,3,62.2,62.0
6440,4,3,6,61.9,55.0
6441,3,5,5,60.9,59.0
6442,5,6,2,61.3,59.0
6443,3,4,2,60.7,58.0
6444,3,2,2,62.6,58.0
6445,3,3,3,62.3,57.0
6446,4,7,5,60.5,56.0
6447,2,4,4,57.9,61.0
6448,5,7,3,63.0,58.0
6449,4,6,4,63.8,56.0
6450,4,6,3,61.7,56.0
6451,3,4,7,63.2,59.0
6452,3,7,3,61.8,55.0
6453,5,1,3,59.0,59.0
6454,4,5,3,61.8,55.0
6455,3,4,4,63.5,62.0
6456,2,5,1,60.8,64.0
6457,2,5,5,63.3,59.0
6458,1,7,4,65.4,53.0
6459,4,4,6,61.2,56.0
6460,4,7,4,61.7,55.0
6461,1,4,2,69.3,60.0
6462,5,4,1,61.2,58.0
6463,3,3,2,62.4,58.0
6464,3,6,7,59.7,59.0
6465,4,4,2,59.5,57.0
6466,4,3,2,61.4,54.0
6467,5,7,2,61.1,58.0
6468,4,2,7,62.1,56.0
6469,5,3,3,60.0,61.0
6470,1,6,6,66.2,58.0
6471,4,5,7,61.8,54.0
6472,3,5,2,62.2,58.0
6473,4,2,5,61.6,55.0
6474,4,2,6,62.2,57.0
6475,5,3,7,61.4,58.0
6476,5,4,3,62.8,61.0
6477,3,2,3,63.4,62.0
6478,3,3,3,60.1,60.0
6479,4,4,5,61.3,60.0
6480,3,2,6,60.1,63.0
6481,4,7,4,62.6,57.0
6482,5,7,3,59.5,60.0
6483,5,2,2,60.1,59.0
6484,4,3,3,62.6,55.0
6485,3,2,2,63.2,60.0
6486,1,5,2,65.1,58.0
6487,4,2,6,61.6,56.0
6488,2,3,3,63.7,59.0
6489,4,4,6,62.3,56.0
6490,4,5,4,61.2,56.0
6491,4,5,4,61.6,57.0
6492,4,2,8,62.1,54.0
6493,5,7,2,59.8,59.0
6494,3,5,2,63.0,57.0
6495,4,5,2,62.3,58.0
6496,3,6,2,63.2,59.0
6497,5,5,6,61.4,57.0
6498,5,4,2,58.9,58.0
6499,5,6,3,60.4,59.0
6500,5,1,4,62.4,60.0
6501,5,6,3,62.5,57.0
6502,3,6,5,61.8,55.0
6503,5,4,4,61.2,58.0
6504,3,7,2,59.9,57.0
6505,3,2,3,60.0,56.0
6506,5,4,3,61.8,59.0
6507,2,4,4,63.1,55.0
6508,4,7,4,61.3,56.0
6509,3,6,3,58.6,62.0
6510,3,3,4,58.1,62.0
6511,3,5,4,62.6,58.0
6512,5,6,2,59.9,56.0
6513,4,3,3,62.1,56.0
6514,4,7,3,62.0,56.0
6515,4,2,5,62.5,55.0
6516,3,4,3,62.1,58.0
6517,4,6,4,61.7,57.0
6518,4,4,4,63.0,54.0
6519,5,1,6,62.8,62.0
6520,3,3,6,61.0,57.0
6521,3,7,5,63.2,56.0
6522,5,5,4,60.0,60.0
6523,3,6,5,60.9,55.0
6524,4,7,2,61.6,55.0
6525,4,7,6,60.7,57.0
6526,4,6,2,62.7,55.9
6527,3,5,8,59.7,60.0
6528,4,7,4,61.6,56.0
6529,3,3,3,63.2,61.0
6530,5,4,4,60.9,60.0
6531,2,6,3,63.1,56.0
6532,3,2,3,63.2,55.0
6533,5,4,5,62.8,57.0
6534,3,7,3,62.0,58.0
6535,4,3,5,60.9,57.0
6536,4,6,5,61.4,57.0
6537,4,5,6,61.6,56.0
6538,4,5,5,61.0,56.0
6539,3,7,2,61.9,61.0
6540,4,5,5,61.6,57.0
6541,4,3,6,61.9,55.0
6542,4,7,3,62.2,57.0
6543,4,3,5,61.2,58.0
6544,3,3,3,62.3,55.0
6545,4,1,2,62.5,57.0
6546,5,4,5,62.8,57.0
6547,2,6,4,60.7,62.0
6548,5,3,2,62.7,59.0
6549,4,7,2,62.5,56.0
6550,4,4,4,60.9,58.0
6551,5,3,2,59.4,54.0
6552,2,3,3,63.8,55.0
6553,3,5,3,63.5,56.0
6554,5,5,3,62.3,59.0
6555,3,4,3,62.9,58.0
6556,3,4,4,62.9,59.0
6557,5,1,4,62.8,61.0
6558,5,6,4,59.0,60.0
6559,2,6,3,58.5,59.0
6560,5,4,3,62.8,59.0
6561,5,2,3,62.2,58.0
6562,3,6,5,61.5,60.0
6563,1,4,1,65.6,57.0
6564,5,3,7,59.8,59.0
6565,5,1,2,61.4,60.0
6566,4,4,5,62.6,56.0
6567,5,3,4,61.5,58.0
6568,4,3,2,63.6,56.0
6569,4,5,2,61.6,57.0
6570,3,1,5,61.4,57.8
6571,3,7,6,64.2,55.0
6572,4,6,4,61.6,55.0
6573,3,7,3,60.0,56.0
6574,3,4,6,60.3,57.0
6575,4,6,2,62.1,57.0
6576,4,7,3,61.3,55.0
6577,4,2,2,61.6,55.0
6578,5,5,3,61.4,58.0
6579,5,6,2,62.5,54.0
6580,3,6,6,61.7,57.0
6581,3,5,6,60.3,58.0
6582,4,7,2,60.6,56.0
6583,5,4,4,62.3,58.0
6584,4,4,3,62.2,54.0
6585,4,5,2,61.6,54.0
6586,4,6,4,62.3,54.0
6587,4,6,4,61.3,56.0
6588,2,7,2,61.5,61.0
6589,3,2,3,59.4,62.0
6590,4,4,5,61.3,56.0
6591,4,6,7,61.9,55.0
6592,4,6,7,61.7,56.0
6593,2,5,4,58.1,62.0
6594,2,2,3,64.1,59.0
6595,5,4,4,61.6,58.0
6596,5,6,4,61.8,58.0
6597,4,3,3,60.9,57.0
6598,2,5,4,62.6,61.0
6599,3,1,3,62.5,58.0
6600,4,4,4,61.6,56.0
6601,4,4,6,61.9,55.0
6602,4,5,6,62.1,54.0
6603,4,6,2,61.3,56.0
6604,4,3,3,62.4,56.0
6605,3,6,5,61.7,58.0
6606,4,6,2,62.7,56.0
6607,2,5,5,63.8,58.0
6608,5,5,2,62.5,59.0
6609,5,3,2,61.9,59.0
6610,4,5,4,62.8,56.0
6611,5,6,5,61.0,58.0
6612,5,6,4,62.4,61.0
6613,4,6,3,62.3,55.0
6614,4,2,2,63.6,55.0
6615,1,7,2,64.7,58.0
6616,4,5,4,61.2,53.0
6617,5,7,6,62.2,59.0
6618,4,6,2,62.2,56.0
6619,3,4,2,63.4,59.0
6620,4,5,6,62.0,57.0
6621,5,2,3,60.4,59.0
6622,5,6,3,61.4,57.0
6623,5,5,2,58.0,62.0
6624,4,4,6,61.9,58.0
6625,4,6,4,61.9,55.0
6626,5,3,2,62.8,57.0
6627,4,4,3,62.6,57.0
6628,4,6,4,62.5,55.0
6629,5,2,3,59.3,59.0
6630,2,4,2,64.3,57.0
6631,3,4,4,63.0,58.0
6632,5,5,5,61.5,55.0
6633,3,3,5,61.5,55.0
6634,5,6,2,61.5,58.0
6635,5,3,2,62.1,58.0
6636,2,1,4,57.2,64.0
6637,5,6,3,61.5,58.0
6638,5,5,2,62.5,57.0
6639,4,3,6,61.8,56.0
6640,3,6,4,63.0,58.0
6641,3,1,6,62.1,56.0
6642,4,7,3,61.4,55.0
6643,3,3,3,60.1,63.0
6644,2,6,5,57.9,63.0
6645,4,7,4,60.7,57.0
6646,4,5,6,62.0,55.0
6647,2,5,2,64.0,57.0
6648,3,6,3,61.4,58.0
6649,5,4,3,60.7,56.0
6650,4,5,4,62.0,55.0
6651,5,6,4,60.0,58.0
6652,3,3,2,63.4,57.0
6653,3,4,4,58.7,53.0
6654,4,3,2,61.6,55.0
6655,3,5,6,59.3,57.0
6656,1,2,4,57.1,61.0
6657,4,5,3,62.4,57.0
6658,4,2,3,62.4,56.0
6659,4,7,4,60.2,57.0
6660,3,2,7,61.9,57.0
6661,3,5,3,59.8,58.0
6662,2,5,4,63.8,58.0
6663,2,5,4,63.2,57.0
6664,3,6,5,59.2,58.0
6665,4,6,4,61.7,54.0
6666,3,7,3,59.1,61.0
6667,3,4,3,61.2,55.0
6668,5,6,6,61.9,58.0
6669,4,4,6,60.3,56.0
6670,5,3,4,60.2,59.0
6671,4,6,2,61.3,55.0
6672,4,4,5,61.9,55.0
6673,3,4,3,60.9,63.0
6674,4,6,6,61.1,56.0
6675,5,5,3,62.5,59.0
6676,3,2,3,63.1,57.0
6677,3,2,2,63.1,57.0
6678,4,6,7,62.1,57.0
6679,4,7,6,61.7,57.0
6680,1,5,6,64.8,58.0
6681,2,2,3,63.9,56.0
6682,4,2,5,62.1,55.0
6683,5,5,3,61.2,58.0
6684,4,3,3,61.4,55.0
6685,5,3,4,62.4,57.0
6686,5,4,2,62.2,59.0
6687,3,4,3,61.7,59.0
6688,5,3,2,59.8,59.0
6689,4,6,4,60.7,56.0
6690,5,6,8,62.9,59.0
6691,4,6,4,62.8,56.0
6692,5,2,8,61.8,58.0
6693,4,6,3,62.3,56.0
6694,4,6,2,61.5,55.0
6695,4,4,5,60.3,57.0
6696,4,4,5,62.9,58.0
6697,1,5,5,65.0,55.0
6698,5,4,2,61.9,60.0
6699,4,7,2,62.7,55.0
6700,4,3,7,61.8,57.0
6701,3,4,2,61.3,58.0
6702,5,2,8,61.9,59.0
6703,4,6,6,60.5,57.0
6704,5,3,5,60.6,60.0
6705,3,5,2,62.9,59.0
6706,3,5,3,63.3,60.0
6707,4,3,6,60.6,57.0
6708,4,1,5,62.8,56.0
6709,4,4,5,61.8,55.0
6710,4,2,4,61.8,55.0
6711,2,5,7,61.2,64.0
6712,5,6,2,60.5,60.0
6713,5,6,3,59.5,58.0
6714,4,6,5,60.0,57.0
6715,1,3,2,62.0,53.0
6716,3,2,4,62.1,62.0
6717,4,2,4,62.1,53.7
6718,4,1,5,62.3,55.0
6719,4,5,6,61.2,56.0
6720,4,4,3,61.4,55.0
6721,3,7,6,57.5,64.0
6722,5,5,4,61.7,59.0
6723,5,4,2,58.3,60.0
6724,4,5,3,60.4,56.0
6725,2,4,2,59.7,63.0
6726,4,5,4,61.4,56.0
6727,4,6,5,60.9,57.0
6728,3,3,6,61.3,55.0
6729,5,3,7,61.8,59.0
6730,4,7,3,61.8,55.0
6731,5,6,6,60.4,59.0
6732,4,4,4,61.1,55.0
6733,4,6,4,61.5,54.0
6734,5,7,5,59.2,60.0
6735,3,3,5,63.4,56.0
6736,4,2,7,61.6,55.0
6737,4,4,6,61.2,56.0
6738,5,5,3,62.6,58.0
6739,5,4,5,62.6,58.0
6740,5,6,3,62.9,58.0
6741,4,5,5,61.9,55.2
6742,5,6,2,59.5,59.0
6743,4,6,4,61.9,58.0
6744,3,1,2,63.2,56.0
6745,4,5,6,61.3,56.0
6746,3,6,2,63.1,57.0
6747,5,2,2,62.3,58.0
6748,5,4,3,61.8,60.0
6749,5,2,3,60.8,60.0
6750,4,6,6,60.2,56.0
6751,5,6,4,61.7,60.0
6752,4,7,5,62.0,57.0
6753,4,6,6,62.3,56.0
6754,4,3,6,62.3,55.0
6755,3,4,6,61.7,56.0
6756,5,4,6,62.6,58.0
6757,4,5,2,61.0,58.0
6758,1,1,1,64.9,56.0
6759,5,2,3,59.5,59.0
6760,5,5,3,62.3,57.0
6761,5,4,1,60.2,59.0
6762,4,2,8,62.2,54.0
6763,4,7,5,61.1,57.0
6764,3,4,3,62.8,61.0
6765,4,5,6,62.2,54.0
6766,5,6,7,62.9,52.0
6767,3,7,6,59.5,56.0
6768,3,3,3,61.0,58.0
6769,4,2,8,62.5,56.0
6770,5,7,2,58.9,60.0
6771,4,4,4,62.3,55.0
6772,4,5,5,62.3,57.0
6773,4,7,6,61.6,54.0
6774,4,7,5,60.4,56.0
6775,4,7,3,61.8,55.0
6776,4,7,6,60.0,56.0
6777,3,3,3,62.0,60.0
6778,4,3,4,62.6,52.0
6779,4,6,4,61.2,56.0
6780,4,4,3,61.4,54.0
6781,4,6,4,59.8,56.0
6782,5,6,3,60.3,57.0
6783,3,4,5,60.7,58.0
6784,5,4,5,61.6,60.0
6785,4,5,1,61.0,57.0
6786,4,3,5,62.3,57.0
6787,5,6,6,60.1,59.0
6788,4,4,4,62.3,56.0
6789,4,4,4,62.5,57.0
6790,4,5,8,61.9,56.0
6791,5,5,6,60.9,59.0
6792,4,7,2,61.5,55.0
6793,4,6,3,62.7,57.0
6794,4,3,5,61.0,57.0
6795,3,4,4,63.1,59.0
6796,5,6,4,59.3,60.0
6797,5,5,3,61.6,61.0
6798,3,5,4,58.6,58.0
6799,5,4,2,58.5,61.0
6800,4,5,5,61.7,56.0
6801,4,7,4,62.7,57.0
6802,4,7,4,59.5,60.0
6803,4,1,4,62.3,54.0
6804,4,7,2,62.6,57.0
6805,3,6,4,60.1,58.0
6806,1,2,1,70.8,55.0
6807,3,7,3,63.1,57.0
6808,3,5,2,59.5,58.0
6809,4,6,3,61.9,55.0
6810,1,7,2,64.6,58.0
6811,5,3,8,62.2,58.0
6812,2,3,3,61.9,62.0
6813,3,5,2,61.0,60.0
6814,3,6,3,58.7,60.0
6815,4,6,7,61.9,58.0
6816,3,4,8,62.8,57.0
6817,4,5,2,61.7,55.0
6818,4,4,3,61.3,58.0
6819,4,2,3,61.3,56.0
6820,4,7,6,61.9,54.0
6821,5,4,4,61.5,60.0
6822,3,3,1,61.6,61.0
6823,2,6,5,64.3,59.0
6824,5,7,2,62.7,59.0
6825,4,6,4,61.0,56.0
6826,3,5,4,63.0,55.0
6827,3,5,3,61.3,62.0
6828,4,1,5,62.2,54.3
6829,5,4,2,61.8,58.0
6830,4,3,7,62.6,57.0
6831,4,5,5,62.2,56.0
6832,2,3,2,63.7,58.0
6833,4,1,4,62.5,53.0
6834,4,3,6,61.8,58.0
6835,4,4,2,61.5,57.0
6836,5,6,3,62.9,57.0
6837,5,2,3,60.5,60.0
6838,5,2,7,62.6,60.0
6839,3,5,3,60.6,60.0
6840,5,6,4,59.3,58.0
6841,5,6,2,60.4,58.0
6842,3,2,3,61.8,56.0
6843,4,7,4,61.8,55.0
6844,4,4,6,61.8,57.0
6845,5,6,4,61.3,60.0
6846,5,5,4,61.9,59.0
6847,2,3,5,64.0,59.0
6848,5,5,5,60.3,58.0
6849,4,6,3,62.1,54.0
6850,4,4,8,61.5,55.0
6851,4,3,8,61.6,55.0
6852,4,2,4,62.7,57.0
6853,3,7,5,63.0,56.0
6854,3,6,6,61.8,56.0
6855,2,5,3,57.2,62.0
6856,1,1,5,64.6,58.0
6857,3,3,5,62.3,56.0
6858,3,6,4,59.1,60.0
6859,3,4,5,62.3,58.0
6860,1,7,2,64.7,57.0
6861,4,5,3,62.0,53.0
6862,5,1,2,62.6,57.0
6863,3,6,7,62.2,57.0
6864,5,4,3,61.7,60.0
6865,3,5,6,60.0,57.0
6866,5,5,4,61.9,60.0
6867,4,6,4,62.9,55.0
6868,2,6,4,62.4,58.0
6869,4,5,5,62.5,56.0
6870,3,5,5,62.4,59.0
6871,2,2,4,64.6,54.0
6872,4,5,6,61.3,55.0
6873,4,6,2,62.8,55.0
6874,5,1,2,59.3,58.0
6875,4,3,6,61.0,56.0
6876,4,2,3,62.0,54.0
6877,5,4,4,61.3,58.0
6878,5,5,4,59.2,61.0
6879,4,1,4,61.5,56.0
6880,3,5,2,60.6,58.0
6881,3,4,4,61.3,60.0
6882,4,4,2,63.0,56.0
6883,5,3,4,61.6,61.0
6884,4,6,5,62.4,54.0
6885,4,7,2,62.4,56.0
6886,4,3,4,62.2,57.0
6887,4,4,6,60.7,57.0
6888,4,5,4,62.1,57.0
6889,5,5,7,61.8,59.0
6890,3,4,4,63.3,57.0
6891,2,3,5,63.1,57.0
6892,4,5,3,62.5,57.0
6893,4,6,3,61.6,54.0
6894,5,4,3,62.7,57.0
6895,4,7,2,61.1,56.0
6896,5,1,8,61.2,59.0
6897,5,2,7,60.8,57.0
6898,2,6,3,63.9,57.0
6899,4,4,3,61.6,57.0
6900,4,6,7,62.6,56.0
6901,5,3,3,61.7,60.0
6902,5,3,2,61.4,58.0
6903,4,7,4,62.2,56.0
6904,5,7,4,61.8,58.0
6905,4,6,5,62.2,55.0
6906,4,6,3,62.9,57.0
6907,4,5,7,61.4,57.0
6908,4,5,5,61.7,57.0
6909,1,4,2,64.6,55.0
6910,3,6,2,62.1,58.0
6911,3,6,2,60.5,59.0
6912,1,4,3,66.9,56.0
6913,4,2,4,61.4,54.0
6914,1,6,4,57.4,58.0
6915,3,4,3,63.0,59.0
6916,4,6,3,62.2,56.0
6917,3,6,2,60.8,60.0
6918,2,2,2,65.0,55.0
6919,4,5,5,61.5,57.0
6920,2,5,4,62.8,58.0
6921,3,5,4,61.7,57.0
6922,5,7,2,61.9,59.0
6923,2,1,4,63.8,57.0
6924,3,4,2,63.0,56.0
6925,4,7,2,62.9,56.0
6926,3,5,7,61.6,56.0
6927,5,7,5,59.2,59.0
6928,3,3,3,63.3,57.0
6929,2,3,4,64.0,58.0
6930,3,6,4,61.9,57.0
6931,2,3,2,63.2,60.0
6932,5,5,4,59.7,58.0
6933,4,6,3,62.2,57.0
6934,4,3,2,61.0,57.0
6935,4,3,7,61.7,53.0
6936,3,4,3,63.4,58.0
6937,4,5,6,61.0,57.0
6938,3,1,2,63.2,58.6
6939,4,4,7,62.1,58.0
6940,4,2,4,61.9,54.0
6941,4,5,4,61.0,55.0
6942,3,2,4,62.0,60.0
6943,4,3,4,61.5,54.0
6944,5,6,2,62.5,60.0
6945,4,5,6,62.1,55.0
6946,5,7,3,62.2,58.0
6947,4,4,7,62.0,56.0
6948,5,3,2,60.4,59.0
6949,3,5,3,62.0,59.0
6950,3,2,2,62.5,58.0
6951,5,4,5,60.3,58.0
6952,4,6,4,61.4,54.0
6953,5,1,5,62.4,58.0
6954,4,4,5,61.7,57.0
6955,5,4,4,61.2,58.0
6956,5,3,2,60.5,61.0
6957,5,5,5,61.7,60.0
6958,5,3,4,59.5,59.0
6959,3,1,5,60.9,60.0
6960,4,5,2,61.5,55.0
6961,5,5,4,62.0,59.0
6962,4,2,5,62.5,57.0
6963,4,3,7,61.9,57.0
6964,3,6,2,61.6,56.0
6965,4,7,8,63.0,57.0
6966,4,1,5,61.8,55.0
6967,4,4,4,61.1,56.0
6968,1,4,5,65.9,57.0
6969,4,6,4,62.0,56.0
6970,4,6,3,61.8,57.0
6971,5,3,4,61.4,58.0
6972,5,1,4,60.5,56.0
6973,3,2,5,63.2,56.0
6974,3,7,2,61.1,58.0
6975,1,5,4,64.5,55.0
6976,3,7,3,63.6,59.0
6977,4,7,3,61.7,54.0
6978,5,4,3,62.6,58.0
6979,3,5,7,59.0,59.0
6980,4,7,4,62.3,54.0
6981,4,7,4,62.3,56.0
6982,4,6,2,63.0,60.0
6983,5,1,5,62.6,59.0
6984,5,3,4,61.3,60.0
6985,5,2,2,61.4,57.0
6986,4,5,4,62.8,57.0
6987,3,6,3,62.8,59.0
6988,4,6,4,62.1,55.0
6989,4,5,2,65.0,53.0
6990,4,6,3,62.2,57.0
6991,3,2,1,63.1,57.0
6992,2,4,3,63.5,60.0
6993,4,3,5,61.4,54.0
6994,5,6,7,60.0,61.0
6995,4,7,6,61.7,55.0
6996,4,5,4,62.9,53.0
6997,4,6,3,60.7,56.0
6998,4,3,6,61.6,56.0
6999,3,3,8,59.3,59.0
7000,4,1,5,61.8,56.0
7001,3,7,5,62.2,58.0
7002,1,7,2,64.7,57.0
7003,4,4,3,62.4,57.0
7004,4,4,6,62.6,53.0
7005,4,6,3,61.4,57.0
7006,4,2,2,62.4,57.0
7007,4,6,4,62.0,56.0
7008,3,7,3,63.5,61.0
7009,5,6,5,60.9,62.0
7010,5,7,4,61.9,58.0
7011,3,5,4,59.6,58.2
